tconst	averageRating	numVotes
tt0075791	6.9	16
tt0075792	6.2	248
tt0075793	8.1	5589
tt0075795	4.0	51
tt0075796	6.7	475
tt0075798	5.9	87
tt0075799	6.5	310
tt0075800	6.5	19
tt0075801	4.3	370
tt0075802	6.3	360
tt0075803	7.5	59
tt0075804	6.7	35
tt0075805	5.9	27
tt0075806	4.7	225
tt0075807	6.8	3877
tt0075808	6.8	72
tt0075809	6.2	9507
tt0075810	6.4	65
tt0075811	7.6	950
tt0075812	5.6	14
tt0075813	6.4	30
tt0075814	5.5	423
tt0075815	6.4	631
tt0075816	5.4	166
tt0075817	6.8	459
tt0075818	7.3	46
tt0075819	6.6	85
tt0075820	4.4	882
tt0075822	7.2	76
tt0075824	7.9	20953
tt0075825	7.0	65
tt0075826	5.4	27
tt0075827	6.4	52
tt0075830	5.0	605
tt0075831	4.7	151
tt0075832	4.8	36
tt0075833	6.8	283
tt0075834	6.1	943
tt0075836	5.4	303
tt0075837	7.1	82
tt0075838	4.8	961
tt0075839	6.8	129
tt0075842	6.3	41
tt0075843	4.1	23
tt0075844	6.6	11
tt0075845	5.8	1490
tt0075846	6.1	134
tt0075847	7.0	976
tt0075848	6.6	1119
tt0075849	5.8	588
tt0075850	3.1	392
tt0075851	7.3	15
tt0075852	6.8	943
tt0075853	7.8	88
tt0075854	5.2	27
tt0075855	6.0	117
tt0075856	5.8	18
tt0075857	4.2	266
tt0075858	3.8	39
tt0075859	4.2	328
tt0075860	7.6	186193
tt0075861	5.2	40
tt0075862	2.6	485
tt0075863	7.3	449
tt0075864	7.7	1764
tt0075865	7.7	1740
tt0075866	8.3	2107
tt0075867	7.1	71
tt0075868	3.9	324
tt0075870	2.6	44
tt0075871	4.8	126
tt0075873	5.9	34
tt0075874	5.1	16
tt0075875	4.0	752
tt0075876	6.6	226
tt0075877	6.9	22
tt0075878	6.6	9
tt0075879	5.8	185
tt0075881	2.7	283
tt0075882	7.5	1292
tt0075883	7.1	50
tt0075884	6.3	61
tt0075885	7.0	584
tt0075886	3.7	159
tt0075887	4.8	316
tt0075888	3.6	1284
tt0075889	5.8	149
tt0075893	4.4	436
tt0075894	6.3	18
tt0075895	7.4	43
tt0075896	3.8	29
tt0075897	5.7	34
tt0075898	5.7	13
tt0075899	4.2	9
tt0075900	6.2	432
tt0075901	4.9	490
tt0075902	7.8	3980
tt0075903	7.3	80
tt0075905	6.2	77
tt0075906	5.6	47
tt0075907	6.9	15
tt0075908	5.3	35
tt0075909	5.3	4880
tt0075910	6.2	14
tt0075911	5.9	23
tt0075913	5.4	2289
tt0075914	7.6	7
tt0075915	7.0	183
tt0075916	6.8	5
tt0075917	6.2	1147
tt0075918	6.1	190
tt0075919	6.6	98
tt0075920	6.0	11
tt0075921	5.2	736
tt0075922	6.1	1033
tt0075923	7.0	316
tt0075924	5.9	283
tt0075925	6.2	11308
tt0075926	5.2	17
tt0075928	5.8	24
tt0075929	6.3	57
tt0075930	6.3	4744
tt0075931	6.3	8245
tt0075932	7.6	2421
tt0075933	6.4	215
tt0075934	3.7	31
tt0075935	5.0	92
tt0075936	7.2	4910
tt0075937	7.0	280
tt0075938	7.2	3544
tt0075939	6.9	1055
tt0075940	6.4	186
tt0075941	7.5	24
tt0075942	5.1	12
tt0075943	6.2	49
tt0075944	5.7	425
tt0075945	5.2	325
tt0075946	6.7	457
tt0075947	7.3	28
tt0075948	7.5	22
tt0075949	7.0	52
tt0075950	5.8	2134
tt0075951	6.9	19
tt0075952	5.5	15
tt0075953	6.5	153
tt0075954	3.7	9
tt0075955	6.1	37
tt0075956	5.5	108
tt0075957	6.2	13
tt0075958	5.2	12
tt0075959	7.0	95
tt0075960	7.2	58
tt0075961	4.0	168
tt0075962	6.3	243
tt0075963	8.4	1511
tt0075965	3.6	35
tt0075966	6.3	15
tt0075967	5.9	17
tt0075968	7.4	19985
tt0075969	6.9	98
tt0075970	5.0	105
tt0075971	7.2	714
tt0075972	5.7	330
tt0075973	6.0	9
tt0075975	7.0	1115
tt0075976	6.8	12
tt0075977	6.2	25
tt0075978	6.9	33
tt0075981	8.0	264
tt0075982	4.0	113
tt0075983	7.3	642
tt0075984	5.1	2671
tt0075985	4.5	190
tt0075987	5.0	775
tt0075988	8.1	3404
tt0075989	4.3	4273
tt0075990	3.0	850
tt0075991	7.7	6
tt0075993	7.1	1230
tt0075995	7.2	7514
tt0075996	6.8	211
tt0075997	7.8	28
tt0075998	4.4	30
tt0075999	6.0	854
tt0076000	5.5	57
tt0076001	7.4	1571
tt0076002	4.7	20
tt0076004	5.0	232
tt0076005	8.0	7
tt0076006	6.1	71
tt0076008	5.6	143
tt0076009	3.8	22148
tt0076011	5.5	213
tt0076012	5.9	117
tt0076013	7.1	7
tt0076014	5.3	267
tt0076015	4.5	240
tt0076016	6.8	319
tt0076020	6.1	12
tt0076022	5.8	28
tt0076023	6.3	1475
tt0076024	5.4	467
tt0076025	4.5	8
tt0076026	6.1	78
tt0076027	7.8	20
tt0076028	5.9	863
tt0076029	5.6	351
tt0076030	7.2	22
tt0076031	5.6	245
tt0076032	6.8	12
tt0076033	5.9	549
tt0076035	5.5	132
tt0076036	7.0	21
tt0076038	4.9	116
tt0076039	8.0	7
tt0076040	6.9	49
tt0076041	4.7	58
tt0076042	8.0	932
tt0076043	6.9	52
tt0076044	6.0	1039
tt0076046	3.6	20
tt0076047	6.5	557
tt0076048	5.1	86
tt0076049	5.3	128
tt0076050	5.9	45
tt0076051	3.8	69
tt0076052	6.3	184
tt0076053	7.0	124
tt0076054	6.3	11822
tt0076055	4.7	196
tt0076056	6.2	53
tt0076057	4.8	5
tt0076059	6.5	3918
tt0076060	4.5	60
tt0076061	6.4	262
tt0076062	6.6	33
tt0076063	8.1	21
tt0076064	5.0	91
tt0076065	5.7	564
tt0076066	6.6	18
tt0076067	7.9	614
tt0076068	6.0	958
tt0076069	7.0	335
tt0076070	6.4	21219
tt0076071	5.3	6
tt0076072	6.1	74
tt0076077	6.6	8
tt0076078	6.2	20
tt0076079	6.4	440
tt0076080	7.4	124
tt0076081	4.4	122
tt0076082	8.2	5
tt0076083	4.6	152
tt0076085	8.1	12093
tt0076087	8.4	17
tt0076088	6.7	173
tt0076089	7.6	31
tt0076090	6.6	161
tt0076091	5.5	463
tt0076092	6.6	24
tt0076094	3.8	489
tt0076095	7.4	12670
tt0076096	6.5	166
tt0076097	7.3	816
tt0076098	7.0	821
tt0076099	6.4	376
tt0076100	5.4	2522
tt0076101	7.5	3465
tt0076102	4.9	436
tt0076103	6.0	83
tt0076104	8.0	778
tt0076105	7.3	21
tt0076106	6.3	1392
tt0076107	5.1	150
tt0076109	6.0	491
tt0076110	6.5	43
tt0076111	6.0	1325
tt0076112	4.6	2113
tt0076113	5.8	321
tt0076116	6.1	194
tt0076117	5.0	6
tt0076118	6.1	59
tt0076119	5.5	518
tt0076121	5.9	91
tt0076122	7.8	5
tt0076123	6.5	681
tt0076124	7.4	460
tt0076125	3.1	444
tt0076127	4.8	554
tt0076128	7.0	20
tt0076129	8.0	5
tt0076130	6.7	40
tt0076131	5.7	156
tt0076132	6.7	45
tt0076133	6.7	30
tt0076134	4.7	27
tt0076135	5.2	12
tt0076137	5.7	6915
tt0076138	6.1	1629
tt0076139	6.5	16
tt0076140	5.1	155
tt0076141	6.7	20016
tt0076142	6.5	22
tt0076143	7.2	5
tt0076144	5.8	110
tt0076145	5.4	95
tt0076146	6.4	202
tt0076147	7.5	732
tt0076148	6.8	128
tt0076149	3.6	274
tt0076150	6.5	9749
tt0076151	7.2	27
tt0076152	6.7	159
tt0076154	6.4	553
tt0076155	7.4	6241
tt0076157	5.9	33
tt0076158	5.9	44
tt0076159	6.1	41
tt0076160	7.0	62
tt0076161	4.6	1028
tt0076162	7.4	22193
tt0076163	8.3	7
tt0076164	5.3	1679
tt0076165	6.5	106
tt0076166	3.7	37
tt0076167	7.2	469
tt0076168	6.9	1350
tt0076169	6.2	49
tt0076170	5.9	771
tt0076171	6.6	180
tt0076172	6.4	1138
tt0076173	6.9	66
tt0076174	8.3	11
tt0076175	6.3	3100
tt0076176	6.2	230
tt0076177	5.8	177
tt0076178	6.7	34
tt0076179	6.9	80
tt0076180	4.4	7
tt0076181	6.5	19
tt0076182	4.7	250
tt0076183	6.0	56
tt0076184	5.9	10
tt0076185	7.5	534
tt0076186	6.1	9
tt0076187	6.0	51
tt0076188	7.1	46
tt0076189	7.7	6
tt0076190	7.3	1653
tt0076191	4.2	4106
tt0076192	7.4	55
tt0076193	6.7	67
tt0076194	6.7	240
tt0076195	4.3	35
tt0076196	6.2	238
tt0076197	6.2	29
tt0076198	7.4	96
tt0076200	5.0	1040
tt0076201	6.9	198
tt0076202	6.6	135
tt0076203	5.3	39
tt0076204	6.6	119
tt0076205	5.6	19
tt0076206	7.4	512
tt0076207	6.3	876
tt0076208	7.7	1635
tt0076209	6.7	27
tt0076210	5.9	5818
tt0076211	6.5	1293
tt0076212	7.2	183
tt0076213	6.2	801
tt0076214	5.1	1097
tt0076216	5.9	197
tt0076217	7.3	753
tt0076218	6.1	38
tt0076219	7.9	46
tt0076220	7.8	9
tt0076221	6.2	13489
tt0076222	6.2	131
tt0076223	7.1	508
tt0076224	5.4	8
tt0076225	7.7	219
tt0076226	6.5	61
tt0076227	5.4	1080
tt0076228	4.5	35
tt0076230	5.1	106
tt0076231	7.1	8
tt0076232	7.6	12
tt0076233	5.8	24
tt0076234	5.7	513
tt0076235	4.4	22
tt0076236	5.4	100
tt0076237	5.9	58
tt0076238	6.9	78
tt0076239	5.6	307
tt0076240	6.1	2929
tt0076241	7.0	84
tt0076242	7.1	611
tt0076244	5.6	39
tt0076245	7.2	8726
tt0076246	5.5	107
tt0076247	7.2	246
tt0076248	8.1	70
tt0076251	5.3	33
tt0076252	7.6	1199
tt0076253	7.9	25
tt0076254	7.5	76
tt0076257	6.5	17243
tt0076259	6.2	350
tt0076260	9.0	6
tt0076261	5.0	498
tt0076262	7.3	210
tt0076263	7.3	6127
tt0076264	6.1	76
tt0076266	6.0	74
tt0076269	8.9	114
tt0076270	4.1	242
tt0076271	5.8	4615
tt0076272	5.9	12
tt0076273	6.7	215
tt0076274	6.4	8
tt0076275	5.3	180
tt0076276	8.9	14224
tt0076277	7.4	93
tt0076279	6.6	21
tt0076280	7.2	696
tt0076281	6.3	473
tt0076282	5.7	6
tt0076283	6.6	31
tt0076284	6.4	5
tt0076286	7.5	794
tt0076287	5.7	67
tt0076289	5.7	7
tt0076290	4.1	125
tt0076291	5.2	12
tt0076293	6.4	398
tt0076294	5.7	716
tt0076295	5.3	1873
tt0076296	7.1	26
tt0076297	6.2	2165
tt0076299	7.0	8774
tt0076300	6.6	197
tt0076301	6.9	2457
tt0076303	5.7	56
tt0076304	4.1	19
tt0076305	6.8	23
tt0076306	4.8	470
tt0076307	6.8	5
tt0076308	6.7	114
tt0076309	3.9	66
tt0076310	4.4	120
tt0076311	7.8	28
tt0076312	5.4	985
tt0076313	6.3	827
tt0076314	7.6	21
tt0076315	6.1	123
tt0076316	6.6	269
tt0076318	6.3	145
tt0076319	5.6	702
tt0076320	7.1	348
tt0076321	5.9	32
tt0076322	6.8	9
tt0076325	8.1	10
tt0076326	8.7	42
tt0076327	6.7	6705
tt0076330	6.1	34
tt0076332	6.7	75
tt0076333	7.4	17
tt0076335	7.9	69
tt0076336	7.7	1077
tt0076337	4.5	259
tt0076338	3.7	37
tt0076339	5.7	27
tt0076340	7.8	1181
tt0076341	6.9	525
tt0076342	6.6	4341
tt0076343	7.3	35
tt0076344	4.9	56
tt0076345	5.7	78
tt0076346	6.6	15
tt0076347	4.7	361
tt0076348	7.1	1176
tt0076349	6.5	59
tt0076350	6.3	6
tt0076351	8.1	8
tt0076352	6.3	18
tt0076353	7.3	10
tt0076354	5.6	110
tt0076356	7.0	13
tt0076357	6.9	312
tt0076358	6.0	53
tt0076359	7.0	82
tt0076360	6.7	1565
tt0076361	5.6	598
tt0076362	6.4	84
tt0076363	7.6	32914
tt0076365	4.7	99
tt0076367	5.7	38
tt0076368	6.6	50
tt0076370	7.5	192
tt0076371	7.3	86
tt0076373	5.2	21
tt0076374	7.1	162
tt0076375	7.9	13
tt0076378	5.7	59
tt0076379	7.2	26
tt0076380	3.0	358
tt0076381	6.9	105
tt0076383	5.3	23
tt0076384	6.6	696
tt0076386	6.2	12
tt0076387	5.8	63
tt0076388	4.3	252
tt0076389	6.7	306
tt0076390	6.6	164
tt0076391	8.2	5407
tt0076392	6.8	88
tt0076393	8.3	54
tt0076394	4.7	26
tt0076395	3.3	162
tt0076396	5.1	71
tt0076397	5.3	118
tt0076398	6.8	831
tt0076399	6.7	10
tt0076400	7.0	451
tt0076401	5.5	143
tt0076402	5.4	7
tt0076403	6.1	83
tt0076404	5.3	368
tt0076405	6.9	38
tt0076406	5.7	46
tt0076407	7.4	209
tt0076408	6.5	33
tt0076409	6.0	267
tt0076410	6.9	1814
tt0076411	6.8	197
tt0076412	7.4	11
tt0076415	7.4	66
tt0076416	6.9	425
tt0076417	5.5	1060
tt0076418	5.4	49
tt0076419	6.1	77
tt0076421	7.0	25
tt0076422	7.8	13
tt0076423	5.9	31
tt0076424	6.3	72
tt0076425	6.5	82
tt0076426	6.8	78
tt0076428	6.4	47
tt0076429	7.7	69
tt0076430	6.9	16
tt0076431	6.0	25
tt0076432	5.6	41
tt0076433	7.1	14
tt0076434	6.6	14
tt0076435	6.7	377
tt0076436	6.4	27
tt0076437	7.3	71
tt0076438	6.4	146
tt0076439	8.3	11
tt0076440	6.0	307
tt0076441	7.0	140
tt0076442	6.6	57
tt0076443	7.4	84
tt0076444	5.8	6
tt0076445	6.5	248
tt0076446	7.9	3072
tt0076447	7.0	114
tt0076448	7.0	1924
tt0076449	7.3	15
tt0076450	6.6	96
tt0076451	6.7	18439
tt0076452	7.5	1530
tt0076454	5.9	46
tt0076455	6.3	52
tt0076456	6.0	33
tt0076457	6.4	448
tt0076458	4.3	121
tt0076459	4.3	231
tt0076460	6.7	302
tt0076461	7.2	19
tt0076462	6.5	13
tt0076463	4.8	18
tt0076465	7.3	54
tt0076466	7.5	99
tt0076467	6.2	39
tt0076468	5.1	63
tt0076469	5.4	98
tt0076470	6.9	1072
tt0076471	6.6	16
tt0076472	4.4	43
tt0076473	5.6	107
tt0076474	5.8	28
tt0076475	4.6	141
tt0076476	5.3	11
tt0076477	7.9	11
tt0076478	3.5	604
tt0076480	6.5	6
tt0076483	7.1	127
tt0076485	5.9	213
tt0076487	6.7	96
tt0076488	6.0	6
tt0076489	6.6	8759
tt0076490	6.4	121
tt0076492	7.6	62
tt0076495	6.8	1455
tt0076496	6.6	9
tt0076497	7.6	78
tt0076498	6.8	45
tt0076499	6.4	39
tt0076500	6.5	1541
tt0076501	5.4	5
tt0076502	6.4	333
tt0076503	6.9	150
tt0076504	5.8	10685
tt0076505	5.6	77
tt0076506	4.8	43
tt0076507	6.2	1579
tt0076508	6.0	5
tt0076509	6.8	56
tt0076510	7.0	71
tt0076511	7.1	17
tt0076512	6.1	372
tt0076513	6.8	902
tt0076514	7.8	5
tt0076515	7.3	50
tt0076516	6.0	850
tt0076517	7.4	3731
tt0076518	6.1	801
tt0076519	6.8	173
tt0076520	6.5	83
tt0076521	9.6	108
tt0076522	5.5	57
tt0076524	6.4	95
tt0076525	6.8	73
tt0076526	5.8	62
tt0076527	6.9	917
tt0076528	4.4	57
tt0076529	3.9	9
tt0076531	5.6	277
tt0076532	6.4	501
tt0076534	5.3	38
tt0076535	5.4	2782
tt0076536	5.8	13
tt0076537	5.2	42
tt0076538	6.4	22604
tt0076539	7.0	63
tt0076540	7.1	195
tt0076541	7.2	57
tt0076542	6.9	217
tt0076543	6.5	1058
tt0076544	6.3	3142
tt0076545	5.7	297
tt0076546	6.7	13
tt0076548	4.1	14
tt0076549	5.9	58
tt0076550	7.0	163
tt0076551	7.8	899
tt0076552	5.7	10
tt0076554	5.7	280
tt0076555	6.4	260
tt0076557	5.4	54
tt0076558	5.4	32
tt0076560	6.8	39
tt0076561	4.4	168
tt0076562	6.8	26
tt0076563	5.3	477
tt0076564	6.9	391
tt0076566	6.8	148
tt0076567	6.1	651
tt0076568	6.8	40
tt0076569	7.4	589
tt0076570	6.0	58
tt0076571	4.8	109
tt0076572	6.4	8
tt0076574	7.7	2999
tt0076575	6.8	185
tt0076576	5.2	9
tt0076577	7.0	8
tt0076578	7.4	21389
tt0076580	5.4	105
tt0076581	6.7	18
tt0076582	4.8	493
tt0076584	6.6	9060
tt0076585	5.7	28
tt0076589	6.1	109
tt0076590	6.3	16355
tt0076591	7.4	3172
tt0076593	6.7	754
tt0076594	6.8	3059
tt0076595	6.4	108
tt0076597	6.8	20
tt0076598	5.3	522
tt0076599	6.3	7
tt0076600	6.7	16
tt0076601	6.3	42
tt0076602	7.2	120
tt0076603	6.1	12
tt0076604	4.8	149
tt0076605	6.9	194
tt0076606	8.1	14
tt0076607	5.5	21
tt0076609	4.6	23
tt0076610	6.7	11
tt0076612	7.1	69
tt0076613	6.9	146
tt0076614	4.9	13
tt0076617	6.1	46
tt0076618	6.9	58830
tt0076619	7.0	133
tt0076620	5.7	96
tt0076623	5.8	6
tt0076624	6.7	93
tt0076625	6.0	228
tt0076626	6.2	5
tt0076628	6.5	187
tt0076630	6.3	1847
tt0076632	6.7	1159
tt0076633	6.5	6
tt0076634	5.5	6
tt0076635	4.9	51
tt0076636	6.3	5726
tt0076637	7.0	7739
tt0076638	6.8	5
tt0076639	5.9	432
tt0076640	6.7	9
tt0076641	3.3	7
tt0076644	4.6	801
tt0076645	4.5	591
tt0076646	6.0	7
tt0076647	5.3	12
tt0076648	9.0	31
tt0076649	3.6	1468
tt0076650	3.8	478
tt0076652	7.0	6
tt0076653	6.2	100
tt0076655	6.4	10
tt0076656	6.8	212
tt0076657	5.4	29
tt0076658	6.0	24
tt0076659	6.7	798
tt0076660	6.6	490
tt0076661	5.2	662
tt0076662	6.0	9
tt0076663	7.4	195
tt0076664	6.3	9
tt0076665	4.0	912
tt0076666	6.8	72569
tt0076667	6.4	26
tt0076668	6.7	357
tt0076670	5.8	1077
tt0076671	6.5	21
tt0076672	3.8	168
tt0076674	6.7	252
tt0076676	7.4	20
tt0076677	6.9	114
tt0076678	6.9	28
tt0076682	7.2	110
tt0076683	6.4	9206
tt0076684	6.3	1306
tt0076686	6.7	5264
tt0076688	7.1	30
tt0076689	7.1	49
tt0076690	6.8	117
tt0076691	5.5	36
tt0076692	6.5	230
tt0076694	5.8	104
tt0076695	5.7	25
tt0076696	7.7	3168
tt0076697	4.9	122
tt0076698	4.4	128
tt0076699	6.5	167
tt0076700	7.1	35
tt0076702	7.0	21
tt0076704	5.6	4956
tt0076706	7.1	1117
tt0076707	6.9	97
tt0076708	5.8	12
tt0076709	5.1	2925
tt0076710	6.0	26
tt0076712	6.9	15
tt0076713	7.0	25
tt0076714	8.1	11
tt0076715	6.1	869
tt0076716	6.4	7057
tt0076717	6.0	12
tt0076719	6.2	38
tt0076720	6.9	24
tt0076721	5.5	233
tt0076722	6.4	239
tt0076723	7.3	34454
tt0076725	6.4	1212
tt0076726	4.3	153
tt0076727	8.3	8369
tt0076728	6.8	63
tt0076729	7.0	45636
tt0076730	5.4	15
tt0076731	4.7	1670
tt0076732	7.9	831
tt0076733	6.9	77
tt0076734	7.7	10981
tt0076735	4.9	201
tt0076736	5.7	71
tt0076737	7.3	24
tt0076738	7.9	473
tt0076739	7.8	24
tt0076740	7.7	18365
tt0076741	7.6	1912
tt0076742	7.3	31
tt0076743	8.7	6
tt0076744	8.3	1498
tt0076745	6.2	510
tt0076746	5.7	178
tt0076747	5.6	711
tt0076749	5.7	1821
tt0076750	7.2	153
tt0076751	5.6	11
tt0076752	7.1	99494
tt0076753	6.5	242
tt0076754	6.4	295
tt0076755	6.5	565
tt0076756	7.8	546
tt0076757	5.2	18
tt0076758	4.7	160
tt0076759	8.6	1239580
tt0076760	3.8	754
tt0076761	6.7	114
tt0076762	5.8	28
tt0076763	6.6	5
tt0076765	7.3	254
tt0076766	7.0	21
tt0076767	7.0	1155
tt0076768	5.6	14
tt0076770	6.4	629
tt0076771	5.8	215
tt0076773	7.1	95
tt0076774	5.3	6
tt0076775	7.5	57
tt0076776	5.5	517
tt0076777	5.5	218
tt0076778	7.6	83
tt0076779	5.7	148
tt0076780	4.3	586
tt0076781	5.2	81
tt0076782	6.8	295
tt0076783	7.7	78
tt0076785	5.2	12
tt0076786	7.4	81269
tt0076787	5.6	20
tt0076788	6.9	1110
tt0076789	5.9	239
tt0076790	4.3	149
tt0076791	5.6	7
tt0076792	4.7	133
tt0076793	7.7	7
tt0076794	6.6	152
tt0076795	7.1	10
tt0076796	7.3	80
tt0076797	6.7	231
tt0076798	4.7	607
tt0076799	5.9	20
tt0076800	6.5	58
tt0076801	5.3	204
tt0076802	6.0	24
tt0076804	6.6	5112
tt0076805	8.1	7
tt0076806	6.8	57
tt0076807	4.7	10
tt0076808	6.7	846
tt0076809	3.7	3221
tt0076811	6.1	59
tt0076812	3.6	10
tt0076814	5.4	488
tt0076815	4.7	124
tt0076816	6.8	84
tt0076818	6.8	71
tt0076820	5.4	403
tt0076822	6.6	364
tt0076823	6.5	244
tt0076824	5.5	77
tt0076825	4.1	1142
tt0076826	7.3	45
tt0076827	6.7	327
tt0076828	5.7	22
tt0076832	5.1	557
tt0076833	3.6	27
tt0076834	6.5	95
tt0076835	6.7	18
tt0076836	3.3	389
tt0076837	4.7	23
tt0076838	6.8	88
tt0076839	5.7	264
tt0076840	6.1	22
tt0076841	7.1	127
tt0076842	5.6	13
tt0076843	6.9	4252
tt0076844	6.0	254
tt0076845	6.8	2879
tt0076846	6.9	21
tt0076847	6.1	495
tt0076848	6.0	7
tt0076849	6.3	506
tt0076850	5.3	15
tt0076851	6.6	532
tt0076852	7.1	1896
tt0076853	5.7	1454
tt0076855	7.4	1424
tt0076856	6.5	14
tt0076857	7.5	290
tt0076858	8.2	5
tt0076859	5.6	18
tt0076860	6.8	6
tt0076861	5.7	77
tt0076862	5.9	21
tt0076864	6.8	78
tt0076865	7.0	137
tt0076866	6.6	7
tt0076867	5.9	60
tt0076868	6.1	1686
tt0076869	5.6	460
tt0076871	7.2	187
tt0076872	6.3	9
tt0076873	5.5	231
tt0076874	7.1	233
tt0076875	6.7	27
tt0076876	6.6	47
tt0076877	6.6	590
tt0076878	4.3	483
tt0076880	5.1	9
tt0076881	5.9	267
tt0076882	6.9	15
tt0076883	6.3	101
tt0076884	6.4	528
tt0076885	5.3	260
tt0076886	6.8	51
tt0076887	5.8	94
tt0076888	5.2	450
tt0076889	7.2	135
tt0076890	3.3	949
tt0076891	3.3	6
tt0076893	7.9	1020
tt0076894	6.7	136
tt0076895	4.3	36
tt0076896	4.9	19
tt0076897	5.2	431
tt0076898	6.9	16
tt0076900	7.1	26
tt0076901	6.1	23
tt0076902	5.0	467
tt0076903	3.3	46
tt0076904	6.4	49
tt0076905	5.2	52
tt0076907	6.3	359
tt0076909	5.2	392
tt0076910	6.1	913
tt0076911	7.5	597
tt0076912	4.6	117
tt0076913	6.4	1518
tt0076914	5.2	197
tt0076915	6.2	3974
tt0076916	7.3	89
tt0076917	5.3	21
tt0076918	7.4	182
tt0076919	6.5	142
tt0076920	7.0	439
tt0076922	7.1	247
tt0076923	6.1	206
tt0076925	7.8	23
tt0076929	6.5	10685
tt0076930	5.8	136
tt0076931	5.2	182
tt0076932	6.0	81
tt0076933	5.9	1899
tt0076934	7.0	16
tt0076935	7.4	946
tt0076936	7.2	31
tt0076937	4.6	375
tt0076939	7.1	829
tt0076941	4.8	582
tt0076942	7.2	33
tt0076943	7.8	76
tt0076944	5.2	586
tt0076945	8.3	20
tt0076946	7.3	30
tt0076947	7.2	50
tt0076950	6.8	5
tt0076951	4.7	13
tt0076953	6.1	96
tt0076954	7.2	193
tt0076955	6.6	41
tt0076956	6.1	17
tt0076957	6.9	10
tt0076958	7.0	153
tt0076959	6.5	16
tt0076960	7.0	162
tt0076961	4.5	8
tt0076962	6.8	38
tt0076964	5.0	6
tt0076965	6.7	7
tt0076967	6.8	26
tt0076968	6.4	57
tt0076969	4.8	8
tt0076971	6.7	61
tt0076972	6.1	10
tt0076973	8.0	5
tt0076974	8.1	780
tt0076975	6.3	1989
tt0076976	8.5	283
tt0076977	6.0	22
tt0076978	2.8	6
tt0076979	7.5	17
tt0076980	7.0	251
tt0076981	8.5	393
tt0076982	8.0	85
tt0076983	7.6	1760
tt0076984	7.2	13949
tt0076985	6.8	50
tt0076986	6.3	112
tt0076987	8.0	3291
tt0076988	7.5	151
tt0076989	5.5	11
tt0076990	7.8	13
tt0076991	7.9	16
tt0076992	8.1	105
tt0076993	8.3	2845
tt0076994	7.7	1478
tt0076995	8.1	89
tt0076996	8.6	176
tt0076998	7.9	3237
tt0076999	6.6	240
tt0077000	7.0	12306
tt0077001	7.3	76
tt0077003	6.7	9726
tt0077004	8.3	1058
tt0077005	7.2	40
tt0077006	5.8	18
tt0077007	8.5	69
tt0077008	6.5	6874
tt0077009	6.7	20
tt0077010	8.4	397
tt0077011	6.8	96
tt0077012	6.7	9
tt0077013	8.7	3722
tt0077015	8.6	17
tt0077016	7.0	1066
tt0077017	6.6	13
tt0077018	6.5	136
tt0077019	6.9	9
tt0077020	7.3	159
tt0077022	8.0	120
tt0077023	4.8	38
tt0077024	6.2	9
tt0077025	8.0	4566
tt0077027	8.3	1842
tt0077028	7.1	10
tt0077029	6.1	107
tt0077030	5.5	12
tt0077031	7.0	11939
tt0077032	7.1	7
tt0077033	7.1	16
tt0077034	7.7	78
tt0077035	7.4	20
tt0077036	7.7	144
tt0077037	7.8	190
tt0077038	8.1	345
tt0077039	5.2	5
tt0077041	2.3	7
tt0077042	8.1	526
tt0077043	7.5	22
tt0077044	6.0	10
tt0077045	8.0	104
tt0077046	7.8	190
tt0077047	7.6	10
tt0077048	6.4	11
tt0077049	8.6	91
tt0077050	5.8	42
tt0077051	9.2	4143
tt0077052	8.0	286
tt0077053	7.2	9894
tt0077054	7.4	30
tt0077055	7.3	118
tt0077056	6.9	121
tt0077057	6.7	837
tt0077058	8.1	797
tt0077059	6.7	188
tt0077060	8.4	1058
tt0077061	7.3	15
tt0077062	6.6	13
tt0077064	8.2	1735
tt0077065	7.4	355
tt0077066	7.0	513
tt0077067	8.2	319
tt0077068	6.4	14
tt0077069	6.8	365
tt0077070	7.4	78
tt0077071	7.3	151
tt0077072	6.1	19
tt0077073	7.0	18
tt0077074	5.7	13
tt0077075	6.9	21
tt0077076	5.7	210
tt0077077	8.0	21
tt0077078	8.7	653
tt0077079	7.6	5
tt0077080	7.1	85
tt0077081	7.5	6
tt0077082	6.8	123
tt0077083	7.6	213
tt0077085	6.1	36
tt0077086	8.1	76
tt0077087	7.6	61
tt0077088	7.8	95
tt0077089	7.6	11690
tt0077090	7.1	24
tt0077091	6.4	76
tt0077093	6.7	1529
tt0077094	7.8	965
tt0077096	6.2	12
tt0077097	7.9	8074
tt0077098	5.3	15
tt0077099	6.8	91
tt0077100	7.9	14
tt0077101	8.0	1110
tt0077102	6.8	30
tt0077104	6.1	119
tt0077105	7.9	17
tt0077106	7.1	144
tt0077107	6.0	7
tt0077108	8.3	76
tt0077110	7.9	88
tt0077111	4.4	9
tt0077112	6.6	12
tt0077113	5.2	11
tt0077114	7.5	371
tt0077115	7.0	250
tt0077116	5.1	125
tt0077117	6.8	136
tt0077118	4.8	98
tt0077120	6.9	98
tt0077121	5.8	81
tt0077122	6.3	14
tt0077123	6.6	165
tt0077124	5.5	76
tt0077125	4.0	424
tt0077126	7.6	98
tt0077127	5.4	8
tt0077128	5.6	8
tt0077130	6.5	165
tt0077131	7.0	135
tt0077132	7.0	3825
