tconst	averageRating	numVotes
tt0048135	5.6	24
tt0048136	8.0	6
tt0048137	6.0	26
tt0048138	7.4	732
tt0048139	4.7	212
tt0048140	7.1	15872
tt0048141	7.7	222
tt0048142	7.7	40
tt0048144	7.4	8
tt0048146	7.6	34
tt0048147	6.1	40
tt0048148	7.7	407
tt0048149	7.2	17
tt0048150	4.5	132
tt0048151	6.8	15
tt0048152	6.4	177
tt0048154	5.0	37
tt0048155	6.3	209
tt0048156	6.4	10
tt0048157	8.0	64
tt0048158	6.4	481
tt0048159	5.3	84
tt0048160	6.0	306
tt0048161	6.0	45
tt0048162	6.5	48
tt0048163	7.0	9
tt0048164	6.8	13
tt0048166	6.3	330
tt0048168	6.8	6
tt0048169	7.1	246
tt0048170	7.1	440
tt0048171	6.6	726
tt0048172	5.7	88
tt0048174	6.9	75
tt0048175	7.4	301
tt0048176	5.4	82
tt0048177	7.4	223
tt0048178	8.5	6
tt0048179	7.3	37
tt0048180	6.0	71
tt0048181	7.3	70
tt0048182	6.8	3038
tt0048183	5.4	169
tt0048184	6.5	6
tt0048185	6.5	89
tt0048186	7.4	1006
tt0048187	6.8	119
tt0048188	6.4	514
tt0048189	5.8	22
tt0048190	6.4	936
tt0048191	7.2	1926
tt0048192	3.1	15
tt0048193	7.0	478
tt0048194	6.5	15
tt0048195	6.0	6
tt0048196	4.6	5
tt0048198	7.3	4264
tt0048199	7.0	1736
tt0048200	6.2	11
tt0048201	5.7	114
tt0048202	5.6	8
tt0048204	6.4	2228
tt0048207	6.7	123
tt0048208	7.3	239
tt0048209	6.2	51
tt0048210	6.7	920
tt0048211	6.8	276
tt0048212	5.8	29
tt0048213	6.3	52
tt0048214	6.3	100
tt0048215	6.0	5014
tt0048216	7.0	3049
tt0048217	6.8	395
tt0048219	4.0	32
tt0048220	6.8	77
tt0048222	6.4	284
tt0048223	6.8	131
tt0048224	3.3	7
tt0048226	6.3	63
tt0048227	6.2	299
tt0048228	6.2	8
tt0048230	6.4	160
tt0048231	6.5	203
tt0048232	5.8	128
tt0048233	7.1	3477
tt0048234	3.8	6
tt0048235	5.7	150
tt0048236	7.5	427
tt0048237	5.8	112
tt0048238	5.9	260
tt0048239	5.8	499
tt0048240	5.8	188
tt0048241	7.1	38
tt0048242	5.9	10
tt0048243	5.2	23
tt0048244	3.0	6
tt0048246	5.5	49
tt0048248	6.3	2482
tt0048249	7.5	57
tt0048250	6.5	854
tt0048251	6.9	135
tt0048252	6.6	16
tt0048253	6.0	127
tt0048254	6.6	21685
tt0048255	6.9	111
tt0048256	2.1	1252
tt0048257	4.5	25
tt0048258	5.1	106
tt0048259	5.7	530
tt0048260	6.3	1374
tt0048261	7.6	18771
tt0048262	5.7	115
tt0048263	7.6	682
tt0048264	6.9	38
tt0048265	8.1	9
tt0048266	7.4	370
tt0048268	5.6	35
tt0048269	5.7	93
tt0048270	7.2	16
tt0048271	6.5	16
tt0048272	7.1	2679
tt0048273	4.2	13
tt0048274	5.2	32
tt0048275	7.8	1247
tt0048277	5.3	9
tt0048278	5.4	14
tt0048279	5.7	479
tt0048280	7.3	123987
tt0048281	7.7	26722
tt0048282	7.0	266
tt0048283	6.6	3669
tt0048284	6.5	16
tt0048285	5.6	59
tt0048286	6.6	7
tt0048287	6.4	709
tt0048288	6.2	16
tt0048289	6.4	1132
tt0048290	6.2	78
tt0048291	6.5	2349
tt0048292	7.4	326
tt0048293	3.6	13
tt0048294	5.4	145
tt0048295	7.0	260
tt0048296	6.2	99
tt0048297	6.5	37
tt0048298	5.6	10
tt0048299	7.5	6
tt0048300	5.9	52
tt0048301	6.1	181
tt0048302	6.2	26
tt0048303	6.7	132
tt0048304	6.2	210
tt0048306	4.7	34
tt0048307	7.1	56
tt0048308	7.3	4922
tt0048310	6.7	930
tt0048311	4.9	42
tt0048312	7.2	2511
tt0048313	6.1	86
tt0048314	5.9	191
tt0048315	6.4	296
tt0048316	6.5	4486
tt0048317	7.1	3715
tt0048318	6.4	516
tt0048319	6.1	147
tt0048320	7.1	716
tt0048321	6.1	122
tt0048323	5.1	14
tt0048324	7.6	468
tt0048325	6.9	28
tt0048326	7.3	126
tt0048327	5.9	37
tt0048328	6.9	457
tt0048329	5.8	34
tt0048330	7.2	32
tt0048331	5.6	175
tt0048332	5.6	7
tt0048333	6.2	129
tt0048334	6.5	111
tt0048336	6.4	890
tt0048337	7.2	935
tt0048338	5.8	195
tt0048339	6.7	1597
tt0048340	6.9	3056
tt0048341	6.1	333
tt0048342	7.3	9708
tt0048344	7.5	8
tt0048345	5.5	21
tt0048346	6.5	486
tt0048347	7.4	10112
tt0048348	5.1	8
tt0048349	5.4	10
tt0048350	6.3	994
tt0048351	5.9	182
tt0048352	5.3	73
tt0048353	6.6	203
tt0048355	6.2	123
tt0048356	7.7	21783
tt0048358	5.5	269
tt0048359	5.9	105
tt0048361	6.6	174
tt0048362	7.7	928
tt0048363	6.7	1454
tt0048364	6.4	431
tt0048365	5.0	5
tt0048367	7.9	12
tt0048368	5.0	23
tt0048369	6.2	49
tt0048370	7.2	95
tt0048371	8.0	5
tt0048374	6.2	8
tt0048375	8.2	46
tt0048376	6.5	22
tt0048377	5.4	51
tt0048378	5.9	218
tt0048379	5.6	103
tt0048380	7.7	15407
tt0048382	7.7	460
tt0048383	5.5	12
tt0048384	7.1	34
tt0048385	7.2	66
tt0048387	6.7	3315
tt0048388	5.4	50
tt0048390	7.6	532
tt0048391	6.7	81
tt0048392	7.2	478
tt0048393	7.3	7714
tt0048394	7.7	3343
tt0048395	7.4	93
tt0048396	6.1	524
tt0048397	7.0	9
tt0048399	9.0	5
tt0048400	6.1	21
tt0048401	6.8	1510
tt0048402	5.5	11
tt0048403	3.5	22
tt0048404	6.3	324
tt0048405	3.6	11
tt0048406	6.6	8
tt0048407	7.5	6
tt0048408	7.3	7
tt0048409	4.9	7
tt0048410	6.6	60
tt0048411	6.7	587
tt0048412	6.5	721
tt0048413	6.2	472
tt0048414	5.4	9
tt0048416	8.3	10
tt0048417	5.7	10
tt0048418	5.7	47
tt0048419	6.9	77
tt0048420	5.9	250
tt0048421	7.0	598
tt0048422	6.0	33
tt0048423	6.2	589
tt0048424	8.0	82543
tt0048425	7.1	348
tt0048426	6.3	406
tt0048427	5.8	57
tt0048429	7.5	269
tt0048430	5.6	7
tt0048432	6.7	1701
tt0048433	6.6	99
tt0048434	8.6	17353
tt0048435	6.2	80
tt0048436	5.7	20
tt0048437	5.6	14
tt0048438	7.4	7
tt0048439	7.5	8
tt0048440	7.6	219
tt0048441	6.0	306
tt0048442	6.3	76
tt0048443	7.1	74
tt0048445	7.0	11406
tt0048447	7.6	94
tt0048448	6.1	224
tt0048449	8.4	5319
tt0048450	4.2	10
tt0048452	8.3	14191
tt0048453	7.3	83
tt0048455	6.9	274
tt0048456	7.1	17
tt0048457	6.9	7
tt0048458	5.4	251
tt0048459	6.6	615
tt0048460	8.0	48
tt0048461	6.5	159
tt0048462	7.2	11
tt0048463	7.1	158
tt0048464	6.5	11
tt0048465	5.1	113
tt0048466	6.6	96
tt0048467	7.2	36
tt0048468	4.6	10
tt0048469	6.0	29
tt0048470	6.0	165
tt0048471	5.3	104
tt0048472	7.0	231
tt0048473	8.6	23884
tt0048474	5.5	266
tt0048475	6.9	803
tt0048476	7.6	215
tt0048477	7.8	757
tt0048478	6.7	55
tt0048479	6.4	17
tt0048480	5.4	222
tt0048481	5.4	301
tt0048482	6.6	85
tt0048483	7.0	164
tt0048484	6.4	1121
tt0048485	5.8	9
tt0048487	6.1	7
tt0048488	7.2	2375
tt0048489	6.3	165
tt0048491	7.1	7933
tt0048492	5.6	33
tt0048493	4.7	122
tt0048494	6.0	21
tt0048495	6.9	263
tt0048496	5.7	19
tt0048497	5.9	9
tt0048499	7.1	2937
tt0048500	7.1	2380
tt0048501	5.7	104
tt0048502	7.3	62
tt0048504	7.2	131
tt0048507	6.4	456
tt0048508	6.2	5
tt0048510	6.6	364
tt0048511	5.7	11
tt0048512	6.9	875
tt0048513	6.6	739
tt0048514	6.3	198
tt0048516	6.4	115
tt0048517	5.2	563
tt0048520	7.3	566
tt0048521	6.9	16
tt0048522	6.3	411
tt0048523	6.8	213
tt0048524	5.7	9
tt0048525	6.9	8
tt0048527	6.7	1819
tt0048528	6.5	940
tt0048529	7.7	648
tt0048530	5.6	148
tt0048531	5.4	339
tt0048533	7.1	41
tt0048534	6.6	156
tt0048535	5.9	1058
tt0048536	6.9	13
tt0048537	7.2	24
tt0048538	5.9	918
tt0048539	6.8	41
tt0048540	6.7	74
tt0048542	6.7	273
tt0048543	7.0	1055
tt0048544	7.6	730
tt0048545	7.7	83995
tt0048546	6.0	118
tt0048547	7.2	352
tt0048548	6.6	10
tt0048549	5.3	37
tt0048550	6.9	48
tt0048551	4.8	37
tt0048552	6.6	95
tt0048553	5.5	15
tt0048554	5.7	5547
tt0048557	6.5	244
tt0048558	6.0	273
tt0048559	7.8	756
tt0048560	8.0	5
tt0048561	7.6	71
tt0048562	6.9	170
tt0048563	7.0	3584
tt0048564	6.3	53
tt0048565	7.9	8
tt0048566	4.9	13
tt0048567	5.4	103
tt0048568	7.7	12
tt0048569	6.1	72
tt0048570	6.7	1380
tt0048571	6.3	80
tt0048572	7.4	559
tt0048573	4.2	151
tt0048574	7.7	82
tt0048575	7.3	257
tt0048576	7.8	752
tt0048579	7.4	5670
tt0048580	5.5	6
tt0048581	6.9	333
tt0048582	4.6	55
tt0048583	7.5	84
tt0048584	6.0	320
tt0048585	6.9	158
tt0048587	5.4	7
tt0048588	6.3	580
tt0048590	6.1	48
tt0048591	5.1	171
tt0048592	6.3	18
tt0048593	6.5	2804
tt0048594	5.4	105
tt0048595	5.9	9
tt0048597	6.4	7
tt0048598	7.8	6
tt0048599	6.9	7
tt0048600	5.2	176
tt0048601	3.9	29
tt0048602	6.5	325
tt0048603	5.9	402
tt0048604	6.8	1372
tt0048605	7.1	34361
tt0048606	7.5	203
tt0048607	6.4	626
tt0048608	4.9	37
tt0048609	7.8	63
tt0048610	7.2	912
tt0048611	6.8	413
tt0048612	6.2	257
tt0048613	8.0	2540
tt0048614	6.6	154
tt0048615	8.3	95
tt0048616	6.3	218
tt0048617	7.1	439
tt0048618	6.5	50
tt0048619	6.3	63
tt0048620	6.1	380
tt0048621	6.4	193
tt0048622	5.9	18
tt0048623	5.9	320
tt0048624	7.0	7846
tt0048625	4.6	25
tt0048628	6.8	451
tt0048629	5.4	7
tt0048631	6.6	41
tt0048632	5.8	188
tt0048633	7.1	521
tt0048634	6.2	349
tt0048635	5.3	24
tt0048636	6.8	17
tt0048637	4.9	13
tt0048638	6.1	20
tt0048639	7.2	205
tt0048640	6.2	1260
tt0048641	7.8	12483
tt0048642	5.6	474
tt0048643	4.8	13
tt0048644	6.5	132
tt0048645	6.8	306
tt0048646	6.7	13
tt0048647	7.4	691
tt0048648	8.3	9
tt0048649	7.3	1966
tt0048650	7.6	54
tt0048651	6.6	35
tt0048652	6.0	430
tt0048653	6.2	289
tt0048654	6.5	225
tt0048655	5.2	44
tt0048656	7.5	700
tt0048657	8.0	2468
tt0048658	5.4	5
tt0048659	5.8	69
tt0048660	7.3	195
tt0048661	7.4	258
tt0048662	6.2	497
tt0048663	7.0	24
tt0048664	6.4	47
tt0048665	6.3	449
tt0048666	6.6	496
tt0048667	6.4	3152
tt0048668	6.1	42
tt0048669	7.1	36
tt0048670	5.2	12
tt0048671	6.6	23
tt0048672	6.1	112
tt0048673	7.1	7683
tt0048677	5.4	8
tt0048678	3.1	16
tt0048679	5.1	13
tt0048680	5.6	131
tt0048681	6.6	48
tt0048682	3.2	1626
tt0048683	7.7	22
tt0048684	6.2	30
tt0048685	6.5	33
tt0048687	5.7	7
tt0048688	5.9	19
tt0048689	7.1	45
tt0048690	6.4	701
tt0048691	6.7	2236
tt0048692	6.4	13
tt0048694	5.3	6
tt0048696	6.5	8750
tt0048697	6.6	135
tt0048698	5.9	277
tt0048699	5.6	483
tt0048700	5.1	257
tt0048701	3.2	513
tt0048702	5.1	127
tt0048703	6.0	1049
tt0048704	6.1	29
tt0048705	6.5	2349
tt0048707	6.5	573
tt0048708	7.6	89
tt0048709	6.8	12
tt0048710	7.5	21
tt0048711	5.5	237
tt0048712	5.6	140
tt0048713	7.8	643
tt0048714	7.6	9
tt0048715	4.9	87
tt0048716	7.1	359
tt0048718	5.6	5
tt0048719	6.1	344
tt0048720	6.3	9
tt0048721	6.7	21
tt0048723	5.6	65
tt0048724	6.6	1489
tt0048725	7.7	6
tt0048726	5.6	176
tt0048728	7.4	65897
tt0048729	7.2	4912
tt0048730	5.5	382
tt0048731	6.7	67
tt0048733	7.4	684
tt0048734	6.2	521
tt0048735	6.4	99
tt0048737	6.6	58
tt0048739	6.8	250
tt0048740	6.2	146
tt0048741	6.2	19
tt0048744	5.6	404
tt0048745	5.7	97
tt0048746	6.9	32
tt0048748	6.8	937
tt0048750	7.1	34032
tt0048751	6.3	26
tt0048752	8.0	7084
tt0048753	7.3	208
tt0048754	5.7	62
tt0048755	6.9	233
tt0048756	7.3	63
tt0048757	7.7	2420
tt0048758	6.9	110
tt0048759	6.5	52
tt0048761	6.5	28
tt0048762	6.4	144
tt0048764	5.2	835
tt0048765	6.4	490
tt0048766	7.3	44
tt0048767	6.1	659
tt0048768	7.5	471
tt0048769	6.8	20
tt0048770	6.3	39
tt0048771	5.1	8
tt0048772	5.9	188
tt0048773	6.5	92
tt0048774	5.2	17
tt0048776	6.6	55
tt0048777	8.7	13
tt0048779	6.8	94
tt0048781	5.3	20
tt0048783	4.3	32
tt0048784	6.2	13
tt0048786	6.1	30
tt0048787	4.7	12
tt0048788	6.0	117
tt0048789	7.0	2545
tt0048790	6.9	2069
tt0048791	6.8	2499
tt0048793	6.8	16
tt0048794	7.3	25
tt0048795	6.3	9
tt0048796	6.0	19
tt0048797	6.5	12
tt0048799	6.7	12
tt0048800	6.9	35
tt0048801	7.5	8474
tt0048802	6.4	393
tt0048803	4.4	51
tt0048804	7.3	211
tt0048805	6.4	884
tt0048806	6.9	1681
tt0048809	5.3	24
tt0048810	5.8	116
tt0048811	6.4	756
tt0048812	6.5	51
tt0048813	3.3	6
tt0048814	5.6	179
tt0048815	5.0	67
tt0048816	5.8	11
tt0048818	4.3	180
tt0048820	7.2	1640
tt0048821	5.4	43
tt0048822	6.6	1356
tt0048824	6.6	8
tt0048825	5.3	25
tt0048829	5.5	11
tt0048830	7.1	9
tt0048832	5.1	40
tt0048833	4.6	99
tt0048835	7.0	46
tt0048836	6.8	34
tt0048838	7.2	93
tt0048839	8.1	59
tt0048840	7.1	189
tt0048841	7.2	132
tt0048842	7.4	27
tt0048844	6.4	8
tt0048845	6.0	1845
tt0048847	7.4	10
tt0048848	7.7	189
tt0048849	7.5	6
tt0048850	7.6	126
tt0048851	6.2	6
tt0048853	7.2	12
tt0048854	4.0	8
tt0048855	7.3	183
tt0048857	6.3	19
tt0048858	6.7	15
tt0048859	7.1	17
tt0048860	7.8	326
tt0048861	7.8	6
tt0048862	6.7	27
tt0048863	8.1	169
tt0048864	7.5	13
tt0048865	6.8	32
tt0048866	5.3	6
tt0048868	8.1	33
tt0048872	7.3	17
tt0048875	7.3	11
tt0048877	8.2	5
tt0048878	8.6	15
tt0048879	7.1	77
tt0048880	7.8	32
tt0048881	7.0	10
tt0048882	7.7	11
tt0048885	6.9	21
tt0048887	7.4	137
tt0048889	7.3	10
tt0048890	6.1	12
tt0048892	7.3	71
tt0048893	8.2	275
tt0048894	7.2	205
tt0048895	5.3	77
tt0048898	4.2	53
tt0048899	8.1	194
tt0048900	8.4	8
tt0048901	7.7	31
tt0048902	5.5	52
tt0048903	8.7	90
tt0048904	7.6	43
tt0048907	7.6	379
tt0048909	6.7	35
tt0048911	6.8	6
tt0048913	7.6	86
tt0048914	8.1	22
tt0048916	7.6	349
tt0048917	4.3	7
tt0048918	7.0	3269
tt0048919	7.0	1923
tt0048920	5.9	159
tt0048921	4.2	26
tt0048922	4.6	14
tt0048924	5.8	122
tt0048925	5.6	67
tt0048926	4.8	25
tt0048928	5.9	7
tt0048929	5.0	43
tt0048930	7.8	44
tt0048933	7.9	3867
tt0048934	6.9	17
tt0048937	5.8	3355
tt0048938	5.8	167
tt0048940	6.6	5
tt0048941	5.7	24
tt0048942	5.1	38
tt0048944	6.0	597
tt0048945	5.5	8
tt0048946	6.0	90
tt0048947	7.0	7608
tt0048948	6.0	99
tt0048950	7.0	85
tt0048951	5.1	9
tt0048952	3.6	14
tt0048953	5.3	38
tt0048954	6.2	855
tt0048956	8.4	11823
tt0048957	4.4	342
tt0048958	5.2	6
tt0048960	6.8	24968
tt0048963	6.1	22
tt0048964	5.7	323
tt0048966	7.4	4748
tt0048967	6.8	2192
tt0048968	5.0	5
tt0048970	5.5	127
tt0048971	6.3	1196
tt0048973	7.4	6910
tt0048974	5.5	251
tt0048975	6.6	1231
tt0048976	6.7	1416
tt0048977	7.5	13014
tt0048978	4.8	6
tt0048979	7.4	15
tt0048980	8.2	16877
tt0048981	7.5	1249
tt0048982	5.4	5
tt0048983	6.2	895
tt0048984	6.7	87
tt0048985	7.6	789
tt0048986	7.2	663
tt0048987	7.1	31
tt0048988	7.2	30
tt0048989	5.8	140
tt0048990	6.6	3956
tt0048991	3.7	1302
tt0048992	4.0	1537
tt0048993	6.9	101
tt0048994	6.1	76
tt0048995	5.7	84
tt0048996	6.5	94
tt0048997	6.8	61
tt0049000	7.1	356
tt0049001	7.3	46
tt0049002	5.8	295
tt0049003	5.5	28
tt0049004	6.6	1118
tt0049005	5.8	288
tt0049006	7.0	4807
tt0049007	6.4	1694
tt0049008	5.5	186
tt0049009	6.9	157
tt0049010	7.6	6734
tt0049011	5.4	188
tt0049012	8.1	5430
tt0049013	6.1	1619
tt0049014	5.3	330
tt0049015	5.2	121
tt0049016	6.4	109
tt0049017	5.7	15
tt0049018	6.0	72
tt0049019	7.1	871
tt0049020	7.3	776
tt0049021	3.3	6
tt0049022	6.1	151
tt0049023	7.3	787
tt0049024	5.6	61
tt0049026	6.4	257
tt0049027	6.5	249
tt0049028	5.4	134
tt0049029	6.2	250
tt0049030	6.6	789
tt0049031	5.9	180
tt0049032	7.8	1362
tt0049033	7.5	624
tt0049034	6.2	1052
tt0049035	6.6	1524
tt0049036	5.9	689
tt0049037	7.3	65
tt0049038	6.4	10781
tt0049039	7.0	499
tt0049040	5.6	7
tt0049041	7.4	621
tt0049042	7.4	917
tt0049043	7.8	1284
tt0049044	6.7	59
tt0049046	7.1	59
tt0049047	6.2	23
tt0049050	5.4	147
tt0049051	6.0	220
tt0049052	5.6	8
tt0049055	6.6	5724
tt0049057	7.0	8
tt0049058	6.5	255
tt0049059	7.0	206
tt0049060	6.2	40
tt0049061	7.5	2924
tt0049062	4.1	19
tt0049063	5.9	433
tt0049065	5.7	233
tt0049066	4.8	13
tt0049067	6.0	151
tt0049068	6.7	24
tt0049069	7.4	463
tt0049070	7.4	13
tt0049071	6.1	9
tt0049072	7.8	463
tt0049073	4.8	48
tt0049075	4.7	9
tt0049077	6.8	139
tt0049078	6.9	37
tt0049079	7.2	45
tt0049080	6.6	9
tt0049081	6.8	17
tt0049082	7.2	17
tt0049083	6.6	1629
tt0049084	5.3	161
tt0049085	5.8	30
tt0049086	5.6	512
tt0049087	7.1	301
tt0049088	7.0	467
tt0049089	6.0	158
tt0049090	6.5	206
tt0049091	5.4	163
tt0049092	3.7	3121
tt0049094	5.4	114
tt0049095	7.2	802
tt0049096	7.9	11791
tt0049097	6.2	99
tt0049098	6.1	166
tt0049099	6.9	10
tt0049100	6.7	273
tt0049101	6.0	325
tt0049102	5.9	120
tt0049103	5.8	3156
tt0049104	7.5	268
tt0049105	5.8	242
tt0049106	6.5	222
tt0049107	6.6	1092
tt0049108	5.8	37
tt0049109	6.0	55
tt0049110	6.1	814
tt0049111	7.4	76
tt0049112	4.8	6
tt0049114	5.1	9
tt0049115	3.7	260
tt0049117	6.0	1397
tt0049118	5.9	476
tt0049119	5.8	22
tt0049120	5.8	761
tt0049121	4.7	270
tt0049122	5.9	48
tt0049123	4.9	7
tt0049125	6.8	1831
tt0049126	6.4	346
tt0049128	5.4	1956
tt0049129	6.5	107
tt0049130	6.9	935
tt0049131	7.5	1027
tt0049132	3.8	26
tt0049133	6.6	86
tt0049134	5.2	78
tt0049135	6.4	19
tt0049136	5.3	49
tt0049138	5.7	14
tt0049139	7.6	26
tt0049140	6.1	410
tt0049141	6.4	17
tt0049142	5.3	30
tt0049143	6.3	283
tt0049144	7.0	378
tt0049145	6.0	36
tt0049146	5.4	9
tt0049147	7.6	1138
tt0049148	5.4	22
tt0049149	5.4	102
tt0049150	7.6	313
tt0049151	7.2	80
tt0049152	5.8	314
tt0049153	6.2	122
tt0049154	4.5	33
tt0049155	6.4	39
tt0049157	5.9	9
tt0049158	6.0	30
tt0049160	5.9	58
tt0049161	7.2	540
tt0049162	5.5	15
tt0049163	5.6	148
tt0049164	5.2	46
tt0049165	5.9	22
tt0049166	7.1	232
tt0049167	2.2	9
tt0049168	6.8	35
tt0049169	6.4	7083
tt0049170	6.9	1697
tt0049171	5.7	48
tt0049172	5.7	38
tt0049173	7.1	386
tt0049174	6.9	30
tt0049175	6.9	51
tt0049176	7.3	49
tt0049177	6.3	1750
tt0049179	7.0	40
tt0049180	6.1	71
tt0049181	5.9	112
tt0049182	6.0	501
tt0049183	6.7	10
tt0049184	3.9	7
tt0049185	6.8	155
tt0049186	6.6	27
tt0049188	6.3	10
tt0049189	6.4	7659
tt0049191	6.4	24
tt0049192	7.1	64
tt0049193	6.3	66
tt0049195	5.7	144
tt0049196	6.2	225
tt0049198	9.1	8
tt0049200	6.4	479
tt0049201	7.1	2846
tt0049202	6.3	14
tt0049203	7.3	71
tt0049204	5.6	383
tt0049205	6.3	63
tt0049206	5.5	29
tt0049207	7.8	1048
tt0049208	5.4	151
tt0049209	6.9	69
tt0049210	6.3	414
tt0049211	6.2	413
tt0049212	5.5	641
tt0049213	5.8	88
tt0049214	7.4	223
tt0049215	4.9	37
tt0049216	4.9	114
tt0049217	3.7	15
tt0049218	4.9	53
tt0049219	5.5	149
tt0049220	3.4	5
tt0049221	7.1	555
tt0049222	7.6	223
tt0049223	7.6	45487
tt0049224	6.0	950
tt0049225	6.4	885
tt0049226	5.9	323
tt0049228	6.5	90
tt0049229	5.7	246
tt0049231	5.6	15
tt0049232	5.3	9
tt0049233	7.3	6447
tt0049234	5.0	128
tt0049235	5.5	125
tt0049236	6.6	7
tt0049237	5.5	62
tt0049238	4.3	25
tt0049239	6.8	16
tt0049240	6.4	396
tt0049241	5.0	56
tt0049243	7.3	73
tt0049245	6.3	126
tt0049246	4.9	23
tt0049247	6.1	346
tt0049248	5.4	548
tt0049249	5.9	20
tt0049251	7.5	1040
tt0049252	5.7	74
tt0049253	4.1	12
tt0049254	5.8	131
tt0049255	6.7	34
tt0049257	6.7	114
tt0049258	6.0	248
tt0049259	7.4	1261
tt0049260	4.3	14
tt0049261	7.6	34371
tt0049262	5.2	51
tt0049263	6.8	3050
tt0049264	5.4	425
tt0049265	5.2	193
tt0049266	7.4	13
tt0049267	4.5	18
tt0049268	5.7	190
tt0049269	7.0	6
tt0049270	6.2	18
tt0049271	7.2	736
tt0049272	4.8	27
tt0049273	6.7	35
tt0049274	6.2	28
tt0049275	7.4	88
tt0049277	5.7	207
tt0049278	6.4	784
tt0049279	6.9	1067
tt0049280	6.9	326
tt0049281	6.6	195
tt0049282	7.0	101
tt0049283	5.9	185
tt0049284	5.6	76
tt0049285	6.1	481
tt0049286	6.3	496
tt0049287	3.6	1416
tt0049288	6.6	440
tt0049289	7.0	269
tt0049290	7.6	665
tt0049291	7.5	7193
tt0049292	7.5	21
tt0049293	7.2	1525
tt0049294	5.5	130
tt0049295	6.6	275
tt0049296	7.2	5
tt0049297	4.0	16
tt0049299	5.7	63
tt0049300	6.6	17
tt0049301	6.2	2009
tt0049302	6.2	484
tt0049303	6.2	60
tt0049304	6.0	85
tt0049305	3.8	5
tt0049306	6.7	46
tt0049307	7.2	18
tt0049308	3.6	13
tt0049309	6.1	69
tt0049311	5.8	50
tt0049312	6.7	50
tt0049313	5.7	250
tt0049314	7.0	14289
tt0049315	6.2	8
tt0049316	7.3	361
tt0049317	6.6	271
tt0049318	6.0	228
tt0049319	6.2	124
tt0049320	5.7	46
tt0049322	6.5	1909
tt0049323	6.5	131
tt0049324	6.3	25
tt0049325	7.2	328
tt0049326	4.7	124
tt0049327	6.6	14
tt0049328	7.3	358
tt0049329	6.2	6
tt0049332	6.1	14
tt0049333	5.9	487
tt0049334	6.5	239
tt0049335	5.2	294
tt0049336	5.5	153
tt0049337	7.1	220
tt0049339	6.0	165
tt0049340	6.3	193
tt0049341	7.0	259
tt0049342	5.6	18
tt0049343	5.9	81
tt0049346	7.7	247
tt0049348	4.3	41
tt0049349	7.8	11
tt0049350	5.4	17
tt0049351	5.3	133
tt0049352	6.4	73
tt0049353	6.6	95
tt0049354	3.9	9
tt0049355	6.9	29
tt0049357	6.6	1478
tt0049358	5.6	953
tt0049359	5.5	45
tt0049360	7.1	14
tt0049361	7.6	427
tt0049363	4.2	2241
tt0049365	5.7	31
tt0049366	7.7	45179
tt0049367	6.4	790
tt0049368	7.0	8
tt0049369	5.2	1016
tt0049370	5.0	2160
tt0049372	6.5	241
tt0049373	6.2	38
tt0049374	5.7	92
tt0049375	6.9	19
tt0049376	5.9	166
tt0049377	6.7	147
tt0049378	8.3	871
tt0049379	5.5	33
tt0049380	6.4	91
tt0049381	5.0	8
tt0049382	2.9	7
tt0049383	4.9	46
tt0049384	6.0	199
tt0049385	6.4	77
tt0049386	6.5	6
tt0049387	6.5	58
tt0049388	6.2	1493
tt0049389	3.9	54
tt0049390	6.1	7
tt0049391	6.2	126
tt0049392	4.7	7
tt0049393	7.8	268
tt0049394	6.0	66
tt0049395	5.6	45
tt0049396	5.9	133
tt0049397	7.5	2387
tt0049399	6.0	76
tt0049400	4.7	69
tt0049401	7.1	94
tt0049402	8.7	18
tt0049403	4.3	213
tt0049404	6.8	276
tt0049405	6.6	1605
tt0049406	8.0	82295
tt0049407	6.1	1404
tt0049408	7.4	23867
tt0049409	7.3	49
tt0049411	4.7	22
tt0049412	6.0	9
tt0049413	6.2	94
tt0049414	6.7	3288
tt0049415	6.0	97
tt0049416	6.1	16
tt0049417	6.2	62
tt0049419	7.7	897
tt0049421	5.5	35
tt0049422	6.0	71
tt0049423	5.7	51
tt0049427	6.5	113
tt0049428	6.6	145
tt0049429	6.6	1468
tt0049431	6.4	1436
tt0049432	6.9	1398
tt0049433	6.0	101
tt0049434	7.0	2853
tt0049436	5.7	57
tt0049437	5.1	373
tt0049442	6.1	10
tt0049443	5.8	231
tt0049444	5.5	93
tt0049445	6.5	11
tt0049446	5.9	419
tt0049447	5.6	10
tt0049448	6.8	12
tt0049449	5.6	7
tt0049450	5.8	79
tt0049451	5.3	135
tt0049452	6.2	3675
tt0049453	7.0	279
tt0049454	7.3	14
tt0049455	6.4	54
tt0049456	7.4	10725
tt0049458	5.6	14
tt0049460	4.5	16
tt0049461	5.9	130
tt0049462	6.0	11
tt0049463	6.1	17
tt0049464	7.3	41
tt0049465	5.3	14
tt0049466	6.9	35
tt0049467	8.0	10
tt0049468	4.1	341
tt0049469	6.1	79
tt0049470	7.4	59038
tt0049471	7.4	4567
tt0049472	6.3	576
tt0049473	8.0	166
tt0049474	7.1	3281
tt0049475	6.9	307
tt0049476	5.9	374
tt0049477	4.6	240
tt0049478	5.9	44
tt0049479	6.2	75
tt0049480	4.0	5
tt0049481	4.7	21
tt0049482	4.8	5
tt0049483	5.7	169
tt0049484	5.0	24
tt0049485	5.7	67
tt0049487	5.9	459
